Ticker
B3SA3
ABEV3
PETR4
BEEF3
VALE3
BRFS3
COGN3
MGLU3
ITUB4
BBAS3
PETR3
BBDC4
AZTE3
RADL3
RAIZ4
VAMO3
ITSA4
BPAC11
CSAN3
AZEV4
AZUL4
CMIG4
LREN3
WEGE3
BHIA3
POMO4
VIVT3
GGBR4
CPLE6
ASAI3
BRAV3
USIM5
HBOR3
VBBR3
PRIO3
RAIL3
MRFG3
CSNA3
CSMG3
BBDC3
LWSA3
CVCB3
PETZ3
PCAR3
ODPV3
GRND3
OIBR3
BBSE3
RENT3
GOAU4
MOTV3
CBAV3
HAPV3
UGPA3
EQTL3
KLBN11
RDOR3
EMBR3
ENEV3
CYRE3
TIMS3
CMIN3
MOVI3
GGPS3
MRVE3
ARML3
CPLE3
ELET3
TOTS3
YDUQ3
AURE3
SIMH3
AZEV3
CURY3
IFCM3
ANIM3
ALOS3
SBSP3
SMFT3
IGTI11
IGTI11
RAPT4
LJQQ3
BRKM5
RCSL4
CXSE3
CEAB3
ECOR3
GMAT3
FLRY3
AZZA3
SUZB3
SANB11
MULT3
LIGT3
RECV3
BPAN4
PGMN3
PSSA3
PDGR3
BRAP4
ENGI11
STBP3
EGIE3
HYPE3
KLBN4
PORT3
JHSF3
HBSA3
MELK3
VIVA3
SRNA3
INTB3
CASH3
ISAE4
CPFE3
SAPR11
HBRE3
POSI3
ONCO3
QUAL3
DIRR3
SMTO3
SLCE3
SAPR4
DXCO3
SBFG3
AMER3
BRSR6
MDNE3
TAEE11
KEPL3
TEND3
ALUP11
RANI3
PLPL3
ESPA3
ENJU3
ELET6
JALL3
SEQL3
BMOB3
TTEN3
POMO3
PRNR3
CAML3
ALPA4
NEOE3
MILS3
GUAR3
MYPK3
MDIA3
EZTC3
ABCB4
BLAU3
BMGB4
VVEO3
PMAM3
JSLG3
IRBR3
KLBN3
MLAS3
FESA4
VULC3
EVEN3
SHUL4
MEAL3
TECN3
SEER3
PINE4
TUPY3
ITUB3
SYNE3
TCSA3
MATD3
BRST3
CSED3
PNVL3
DASA3
GFSA3
WIZC3
ORVR3
SOJA3
OPCT3
AALR3
ZAMP3
VTRU3
VLID3
LOGG3
VIVR3
LAVV3
SAPR3
PTBL3
MTRE3
AMAR3
FRAS3
PFRM3
BRBI11
TRIS3
FIQE3
LEVE3
CMIG3
AGRO3
ALPK3
TFCO4
IGTI3
IGTI3
TASA4
TGMA3
PDTC3
LOGN3
TAEE4
RCSL3
USIM3
DEXP3
DESK3
UNIP6
AMOB3
AERI3
GOAU3
TAEE3
VITT3
SCAR3
ITSA3
SANB3
AMBP3
ROMI3
CSUD3
OIBR4
ALLD3
ETER3
DMVF3
UCAS3
EUCA4
RNEW4
SANB4
BRKM3
ATED3
BRAP3
LUPA3
WHRL4
REAG3
GGBR3
FICT3
BIOM3
SHOW3
EALT4
INEP3
ALUP4
TRAD3
TPIS3
FHER3
LPSB3
RNEW3
VSTE3
CAMB3
HAGA4
BRSR3
ENGI4
AGXY3
WEST3
INEP4
RSID3
AMAR11
JFEN3
HOOT4
BAZA3
LAND3
DOTZ3
BEES3
BMEB4
CEBR3
CEDO4
LVTC3
BOBR4
TASA3
BEES4
ALUP3
ENGI3
DEXP4
UNIP3
WLMM4
CEBR6
BPAC5
PINE3
OSXB3
EQPA3
PTNT4
AZEV11
ALPA3
ISAE3
WHRL3
BPAC3
TELB4
BIED3
EMAE4
OFSA3
RAPT3
TELB3
SNSY5
MNDL3
BSLI3
CGAS5
NGRD3
EPAR3
BSLI4
LUXM4
NUTR3
CEEB3
CTSA3
EUCA3
CLSC4
COCE5
CEBR5
AVLL3
MNPR3
CRPG5
BALM4
SNSY3
GSHP3
MTSA4
EALT3
NEXP3
RNEW11
GEPA4
CGRA3
CPLE5
REDE3
MGEL4
PATI3
BGIP4
CGRA4
MWET4
RPAD3
BNBR3
EKTR3
CTKA4
FESA3
RPMG3
CTSA4
RDNI3
MOAR3
ENMT4
CEDO3
BALM3
AFLT3
PLAS3
ESTR4
BMKS3
PPLA11
MAPT4
CEED3
DTCY3
CLSC3
HAGA3
PTNT3
DOHL4
CGAS3
RSUL4
EKTR4
AHEB5
CEEB5
GEPA3
BMEB3
HBTS5
BRSR5
PINE11
UNIP5
PATI4
WLMM3
BAUH4
COCE3
EMAE3
MRSA5B
JOPA3
CCTY3
CRPG6
CBEE3
BDLL4
HETA4
BMIN4
NTCO3
BGIP3
EQMA3B
NORD3
PEAB4
ENMT3
CTKA3
FRIO3
RPAD6
BRKM6
CRPG3
IGTI4
IGTI4
FIEI3
TKNO4
MRSA3B
USIM6
